"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Shane Robinson","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".306",".342",".648",".284","","73","0.0","0.0","","0.0","0.0","0.0","","999.0","4249"
"Hunter Dozier","Royals","19","78","71","16","4","0","2","8","8","6","24","0","1","0","",".225",".290",".367",".657",".284","","72","0.0","-0.1","","-2.7","-1.3","-0.1","","567.0","15117"
"Nick Martini","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".310",".334",".644",".284","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","sa578044"
"Nathan Lukes","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".247",".297",".356",".654",".284","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875215"
"Ryan Cordell","White Sox","34","138","125","29","5","1","4","14","14","9","36","1","3","2","",".229",".286",".373",".658",".284","","75","-0.1","0.0","","-4.4","-1.3","-0.1","","999.0","sa737938"
"Brent Rooker","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".272",".397",".669",".284","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3003172"
"B.J. Boyd","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".255",".300",".355",".655",".284","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","sa657987"
"Cole Sturgeon","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".251",".295",".360",".656",".284","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa709546"
"Mel Rojas Jr.","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".296",".357",".653",".284","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa548194"
"Zach Borenstein","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".283",".378",".661",".284","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa599252"
"Mac Williamson","Giants","12","46","41","9","2","0","1","4","5","3","13","1","0","0","",".225",".286",".372",".658",".283","","74","0.0","-0.1","","-1.5","-1.1","-0.1","","999.0","14158"
"Darien Tubbs","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".292",".359",".651",".283","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","sa874236"
"Jason Coats","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".286",".368",".655",".283","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","14282"
"Jonathan Jones","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".291",".359",".650",".283","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","sa526453"
"Cole Gillespie","","40","157","142","34","7","1","2","15","15","12","35","1","3","1","",".239",".300",".347",".648",".283","","71","-0.1","-1.7","","-5.8","-3.7","-0.4","","999.0","5888"
"Patrick Kivlehan","Reds","2","6","6","1","0","0","0","1","1","0","2","0","0","0","",".220",".283",".373",".656",".283","","69","0.0","0.0","","-0.2","-0.1","0.0","","678.8","13910"
"James Ramsey","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".293",".359",".653",".283","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","sa599239"
"Yusniel Diaz","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".292",".359",".651",".283","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa912848"
"Leandro Castro","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".285",".374",".659",".283","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","sa455746"
"Juan Duran","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".274",".389",".662",".283","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","sa503255"
"David Lough","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".296",".354",".650",".283","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","7215"
"Zack Zehner","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".299",".343",".642",".283","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829122"
"Kirk Nieuwenhuis","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".294",".350",".643",".282","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","6400"
"Jeffrey Baez","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".282",".373",".655",".282","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa597088"
"Carlos Moncrief","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".297",".350",".647",".282","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","7511"
"Victor Cruzado","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".301",".342",".642",".282","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","sa597033"
"Michael Hermosillo","Angels","2","6","6","1","0","0","0","1","1","0","2","0","0","0","",".235",".301",".342",".643",".282","","76","0.0","0.0","","-0.2","0.0","0.0","","999.0","sa738413"
"Aristides Aquino","Reds","2","7","6","1","0","0","0","1","1","0","2","0","0","0","",".223",".272",".395",".667",".282","","69","0.0","0.0","","-0.3","-0.1","0.0","","999.0","sa597058"
"Jayce Boyd","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".297",".347",".645",".282","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa502020"
"Billy Hamilton","Reds","125","540","489","118","19","6","6","60","42","41","109","2","46","14","",".242",".301",".343",".644",".282","","69","5.8","8.3","","-16.0","10.4","1.2","","66.4","10199"
"Slade Heathcott","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".295",".350",".645",".282","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","10336"
"Andrew Stevenson","Nationals","15","59","54","14","2","0","1","6","5","4","13","0","2","1","",".255",".303",".341",".644",".282","","68","0.0","-0.1","","-2.4","-0.5","-0.1","","999.0","17932"
"Jay Gonzalez","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".312",".321",".632",".282","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa549777"
"Travis Jankowski","Padres","18","75","66","16","3","0","1","7","5","7","18","1","3","1","",".238",".314",".317",".630",".282","","74","0.2","0.8","","-2.4","0.5","0.1","","669.2","13768"
"Pin-Chieh Chen","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".300",".341",".641",".282","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa549901"
"Tim Locastro","Dodgers","10","40","37","9","2","0","0","4","4","2","6","1","1","1","",".250",".298",".346",".644",".281","","73","0.0","-0.3","","-1.4","-0.2","0.0","","645.3","15124"
"Darian Sandford","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".294",".349",".643",".281","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa550302"
"Joe Jackson","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".297",".346",".643",".281","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa550375"
"Eric Young","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".300",".340",".640",".281","","75","0.0","0.0","","0.0","0.0","0.0","","695.1","7158"
"Hernan Iribarren","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".257",".305",".338",".643",".281","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","4177"
"Derrick Loveless","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".302",".333",".635",".281","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa599355"
"Billy Burns","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".253",".307",".332",".639",".281","","70","0.0","0.0","","0.0","0.0","0.0","","678.3","12701"
"Dustin Peterson","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".292",".352",".644",".281","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737557"
"J.B. Shuck","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".302",".341",".643",".281","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","6677"
"Travis Taijeron","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".286",".354",".640",".280","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","11935"
"Daniel Spingola","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".292",".352",".644",".280","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829496"
"Wynton Bernard","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".294",".348",".643",".280","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658999"
"Cade Gotta","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".294",".351",".645",".280","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829411"
"Tyler Holt","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".313",".312",".625",".280","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","11391"
"Derek Miller","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".298",".336",".634",".280","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829424"
"Socrates Brito","Diamondbacks","16","65","61","15","3","1","1","6","7","3","15","0","1","1","",".246",".283",".370",".652",".280","","63","0.0","0.3","","-3.1","-0.2","-0.1","","700.8","12944"
"Anderson Miller","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".290",".356",".646",".280","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa857824"
"Cody Jones","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".303",".331",".634",".280","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829826"
"Yasiel Balaguert","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".277",".375",".652",".280","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa656575"
"Zachary Coppola","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".307",".323",".631",".280","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875612"
"Tyrone Taylor","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".287",".357",".643",".279","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa657979"
"Brian Burgamy","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".294",".345",".639",".279","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa201557"
"JaCoby Jones","Tigers","35","138","125","28","5","1","3","14","14","9","43","1","3","2","",".227",".284",".361",".645",".279","","68","-0.1","0.1","","-5.5","0.2","0.0","","661.0","14818"
"Anthony Gose","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".297",".335",".632",".279","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","5097"
"Tyler Horan","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".283",".360",".643",".279","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa709555"
"Chantz Mack","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".301",".328",".629",".279","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738471"
"Evan Marzilli","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".305",".324",".628",".279","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa621523"
"Jimmy Paredes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".278",".370",".648",".278","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","5481"
"Sam Hilliard","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".288",".357",".645",".278","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829542"
"Andrew Calica","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".294",".341",".636",".278","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658329"
"Danny Ortiz","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".268",".391",".659",".278","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","10317"
"J.C. Linares","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".292",".344",".637",".278","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa560967"
"Alec Keller","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".253",".294",".344",".638",".278","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829219"
"Stewart Ijames","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".278",".367",".646",".278","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa549845"
"Jhalan Jackson","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".278",".364",".642",".278","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875208"
"Nick Schulz","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".289",".345",".635",".278","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829877"
"Johnny Field","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".277",".368",".645",".278","","72","0.0","0.0","","0.0","0.0","0.0","","999.0","sa621675"
"Leo Heras","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".296",".338",".634",".278","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa508065"
"Tyler Marincov","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".284",".356",".640",".278","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","sa550348"
"Jared Hoying","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".277",".369",".646",".278","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","10882"
"Emilio Bonifacio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".251",".299",".336",".635",".277","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","4054"
"Conor Bierfeldt","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".272",".372",".644",".277","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738591"
"Allen Craig","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".298",".328",".626",".277","","71","0.0","0.0","","0.0","0.0","0.0","","999.0","3433"
"Jake Elmore","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".317",".298",".615",".277","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","7290"
"Joseph Monge","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".286",".352",".638",".277","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738151"
"Darnell Sweeney","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".291",".344",".635",".277","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","13284"
"Sean Godfrey","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".278",".366",".644",".277","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829487"
"Nick Van Stratten","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".248",".295",".341",".635",".277","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa327092"
"Gabriel Guerrero","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".282",".363",".644",".277","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa596948"
"Zach Collier","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".285",".350",".635",".277","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa454396"
"Tanner English","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".284",".349",".633",".277","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa599081"
"Kevin Kaczmarski","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".300",".332",".631",".276","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875225"
"D'Arby Myers","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".290",".343",".633",".276","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa326716"
"Jason Bourgeois","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".292",".342",".634",".276","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","2225"
"Ryan LaMarre","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".288",".345",".632",".276","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","10700"
"Dayron Varona","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".269",".376",".645",".276","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa872082"
"Ross Kivett","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".290",".341",".630",".276","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737860"
"Jeff Francoeur","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".276",".366",".643",".276","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","4792"
"Michael Bourn","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".296",".330",".626",".276","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","6387"
"Daniel Johnson","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".277",".362",".639",".276","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918018"
"Elier Hernandez","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".282",".356",".638",".275","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa659238"
"Caleb Adams","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".289",".341",".630",".275","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829163"
"Mike Aviles","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".291",".344",".634",".275","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","5986"
"Blake Drake","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".281",".353",".634",".275","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829329"
"Kristopher Negron","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".283",".349",".632",".275","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","5306"
"Braxton Lee","Marlins","23","91","82","20","3","0","1","7","7","7","17","1","3","2","",".246",".306",".316",".622",".275","","67","-0.1","0.0","","-4.0","-0.8","-0.2","","652.1","sa829053"
"Jordan Schafer","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".291",".332",".624",".274","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","9883"
"Ka'ai Tom","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".288",".339",".627",".274","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875069"
"Craig Gentry","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".294",".328",".622",".274","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","9571"
"Magneuris Sierra","Marlins","42","169","158","40","6","1","1","14","14","8","33","1","6","4","",".253",".293",".336",".628",".274","","67","-0.2","0.3","","-7.4","-1.7","-0.4","","548.1","17023"
"Luigi Rodriguez","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".276",".360",".637",".274","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa547914"
"Keury De La Cruz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".276",".359",".635",".274","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa506223"
"Ben Guez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".277",".350",".628",".274","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa454544"
"Michael O'Neill","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".280",".352",".631",".274","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa550175"
"Logan Schafer","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".291",".332",".623",".274","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","7937"
"Jabari Henry","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".276",".352",".628",".274","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa503328"
"Stephen Gaylor","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".293",".331",".624",".274","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa842226"
"Elvis Escobar","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".285",".348",".633",".273","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa657855"
"Anthony Gallas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".269",".368",".637",".273","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa549646"
"Alberth Martinez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".279",".353",".632",".273","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa550588"
"Chris Garia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".280",".350",".630",".273","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa548021"
"Jose Siri","Reds","8","33","31","7","1","0","1","3","3","1","9","0","1","1","",".231",".268",".371",".639",".273","","63","0.0","0.0","","-1.6","-0.2","-0.1","","999.0","sa736940"
"Dorssys Paulino","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".289",".333",".622",".273","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa659464"
"Jesus Fabela","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".289",".332",".621",".273","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3001061"
"Nick Torres","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".277",".357",".633",".273","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa828872"
"Hunter Jones","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".284",".341",".625",".273","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa548556"
"Kyle Barrett","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".293",".329",".622",".273","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa858028"
"James Ramsay","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".289",".332",".620",".273","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","sa550086"
"Ademar Rifaela","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".271",".363",".634",".273","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa736911"
"Devin Harris","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".273",".357",".630",".272","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa501556"
"Devyn Bolasky","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".282",".343",".626",".272","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829558"
"Chris Dominguez","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".268",".368",".635",".272","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","9718"
"Adam Brett Walker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".255",".385",".640",".272","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","sa621791"
"Keith Curcio","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".291",".331",".622",".272","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829045"
"Alejandro Garcia","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".278",".351",".629",".272","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa880808"
"Cal Towey","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".300",".306",".606",".272","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa579778"
"Mitch Longo","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".284",".339",".623",".271","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa874178"
"Eudy Pina","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".280",".346",".626",".271","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa506909"
"Granden Goetzman","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".273",".356",".629",".271","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa597785"
"Mason Williams","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".289",".332",".621",".271","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","11859"
"Rosell Herrera","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".295",".320",".615",".271","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa547996"
"Kevin Keyes","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".280",".339",".619",".271","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa392183"
"Danny Oh","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".291",".325",".616",".271","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa546797"
"Andrew Aplin","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".298",".306",".605",".271","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","sa502787"
"Shannon Wilkerson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".286",".333",".619",".271","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa501599"
"Alfredo Escalera","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".279",".347",".627",".271","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658111"
"Jose Aguilar","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".285",".331",".617",".270","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa546354"
"Bryan Reynolds","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".282",".339",".621",".270","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa873683"
"Jacob Scavuzzo","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".266",".364",".630",".270","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658601"
"Dylan Davis","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".274",".350",".624",".270","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa709037"
"C.J. McElroy","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".289",".325",".613",".270","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa597861"
"Courtney Hawkins","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".261",".370",".631",".270","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","sa657904"
"Quincy Latimore","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".273",".348",".622",".270","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa389676"
"Asael Sanchez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".273",".350",".624",".270","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa868927"
"Todd Glaesmann","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".264",".367",".631",".269","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa501261"
