"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Alberto Querales","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".242",".289",".531",".232","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa913976"
"Eloy Gutierrez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".245",".280",".525",".232","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa295198"
"Jake Fraley","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".242",".287",".529",".232","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa857756"
"Vance Vizcaino","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".248",".279",".526",".232","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658828"
"Cesar Diaz","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".251",".270",".521",".232","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828129"
"Brandon Sandoval","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".243",".288",".531",".232","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002728"
"Jacob Zanon","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".247",".276",".523",".232","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918370"
"Randy Ventura","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".251",".273",".524",".232","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872499"
"Cristian Pache","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".252",".273",".525",".232","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa916722"
"J.P. Ramirez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".242",".291",".532",".232","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa455310"
"Michael Danner","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".245",".280",".525",".232","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829678"
"Ryan McKenna","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".246",".278",".524",".232","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875055"
"Danny Woodrow","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".254",".269",".523",".232","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918257"
"Taylor Kohlwey","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".249",".276",".525",".232","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918457"
"Edgar Quintero","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".245",".282",".526",".231","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa203952"
"Mike Meyers","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".245",".281",".526",".231","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658197"
"Tad Gold","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".246",".274",".520",".231","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829683"
"Carlos Duran","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".244",".280",".524",".231","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa655917"
"Alexis Bastardo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".239",".289",".528",".231","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737058"
"Jimmy Kerrigan","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".228",".307",".535",".231","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005235"
"Thomas Milone","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".249",".270",".519",".231","","40","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737640"
"Luis Silverio","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".239",".290",".529",".231","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa876098"
"Henrry Rosario","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".234",".296",".530",".230","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657435"
"Franklin Rollin","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".238",".291",".530",".230","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827951"
"Roman Pena","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".244",".271",".515",".230","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa294705"
"Matt Fiedler","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".244",".281",".524",".230","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915642"
"Natanael Delgado","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".236",".293",".529",".230","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa739558"
"Granger Studdard","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".242",".279",".521",".230","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918499"
"Connor Oliver","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".245",".273",".518",".230","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738298"
"Mick Fennell","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".245",".276",".521",".230","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918518"
"Austin Diemer","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".232",".297",".529",".230","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa599277"
"Elvis Rubio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".236",".289",".526",".230","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597185"
"Adam Haseley","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".237",".287",".524",".230","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915818"
"Steven Pallares","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".252",".258",".510",".230","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875274"
"Jesus Alastre","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".239",".286",".525",".230","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa826646"
"Dylan Carlson","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".246",".271",".516",".229","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917940"
"Jose Carlos Urena","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".239",".282",".520",".229","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657491"
"Stephen Smith","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".247",".265",".512",".229","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918189"
"Rudy Martin","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".243",".274",".517",".229","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829374"
"Jaime Ojeda","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".234",".291",".524",".229","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829883"
"Anfernee Grier","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".247",".267",".514",".229","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738988"
"Ryan Nagle","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".244",".277",".522",".228","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875864"
"Rod Boykin","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".238",".281",".519",".228","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738567"
"Gerrion Grim","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".224",".305",".528",".228","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829326"
"Blake Rutherford","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".244",".272",".516",".228","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917932"
"Albino Contreras","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".245",".269",".514",".228","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa199022"
"Cole Bauml","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".246",".271",".517",".228","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875277"
"Derek Hill","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".244",".272",".515",".228","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828670"
"Jose Azocar","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".238",".286",".524",".228","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa735839"
"Shane Carrier","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".228",".300",".528",".228","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918107"
"Derek Jenkins","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".243",".273",".516",".228","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918613"
"Caleb Whalen","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".236",".282",".518",".228","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa602651"
"Ronnie Jebavy","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".236",".284",".520",".227","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875072"
"Jimmy Bosco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".236",".283",".519",".227","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa621485"
"Norberto Obeso","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".247",".264",".511",".227","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa852308"
"Cesar Del Angel","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".240",".274",".514",".227","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa624680"
"Dom Thompson-Williams","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".240",".274",".514",".227","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829483"
"Ryan Stephens","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".232",".288",".520",".227","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa877123"
"Enrique Trujillo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".245",".266",".511",".227","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa502230"
"Joe Cronin","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".238",".275",".513",".227","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa857761"
"D.J. Wilson","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".234",".284",".518",".227","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875023"
"David Harris","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".235",".286",".521",".227","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738643"
"David Armendariz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".228",".295",".523",".227","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827133"
"Michael Beltre","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".245",".264",".509",".227","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736945"
"Ben Johnson","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".236",".280",".515",".227","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658980"
"Desmond Lindsay","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".238",".272",".509",".227","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa874792"
"Micker Adolfo","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".228",".292",".520",".227","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830303"
"Austin Wilson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".242",".266",".507",".226","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa549103"
"Victor Fernandez","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".238",".278",".516",".226","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828162"
"Sam McDonnell","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".243",".268",".511",".226","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa876277"
"Johneshwy Fargas","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".242",".270",".512",".226","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737941"
"Trever Allen","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".230",".288",".518",".226","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875833"
"Daniel Jipping","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".227",".293",".520",".226","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002868"
"Isranel Wilson","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".235",".278",".513",".226","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa877504"
"Jorge Ona","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".238",".278",".515",".226","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa974072"
"Kevin Garcia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".237",".277",".514",".226","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657502"
"Tyler Sullivan","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".248",".259",".507",".226","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875623"
"Ian Strom","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".234",".279",".513",".225","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918511"
"Casey Hughston","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".230",".289",".519",".225","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa874093"
"Nick Sinay","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".248",".249",".497",".225","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875335"
"Ruben Agramon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".242",".267",".509",".225","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa508254"
"Ben Ruta","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".236",".276",".512",".225","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918694"
"Bladimil Franco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".234",".280",".514",".225","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657265"
"Anthony Jimenez","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".232",".281",".513",".225","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa826672"
"Victor Padron","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".241",".265",".506",".225","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa659905"
"Zach Nehrir","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".237",".274",".511",".225","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875642"
"Joey Havrilak","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".237",".272",".509",".225","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875775"
"Trenton Brooks","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".234",".277",".511",".225","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa873268"
"Oliver Ortiz","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".232",".280",".512",".224","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa743087"
"Enmanuel Garcia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".228",".286",".515",".224","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737006"
"Gus Craig","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".229",".285",".514",".224","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa876035"
"Ariel Sandoval","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".225",".290",".515",".224","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736970"
"Yuniel Ramirez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".228",".289",".517",".224","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa871841"
"Austin Grebeck","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".240",".260",".500",".224","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918462"
"Tim Tebow","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".233",".272",".505",".224","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa323152"
"Enmanuel Zabala","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".238",".268",".506",".224","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736841"
"Jonah Todd","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".241",".263",".503",".223","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002724"
"Jacob Heyward","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".177",".237",".264",".501",".223","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738955"
"Garrett Whitley","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".237",".262",".500",".223","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa874244"
"Yeison Melo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".229",".285",".514",".223","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828150"
