"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Peter Maris","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".281",".316",".597",".262","","61","0.0","0.0","","0.0","0.0","0.0","","999.0","sa877608"
"Drew Jackson","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".282",".311",".593",".262","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa659066"
"Blake Trahan","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".286",".307",".593",".261","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa874990"
"Juan Perez","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".273",".324",".597",".261","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa599306"
"Joey Wong","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".293",".282",".575",".260","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa502131"
"Austin Nola","Marlins","11","44","40","9","2","0","0","3","3","3","8","0","0","0","",".223",".288",".302",".590",".260","","58","0.0","0.0","","-2.4","0.7","0.0","","999.0","sa577789"
"Jorge Flores","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".280",".310",".590",".260","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa550275"
"Zack Short","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".282",".301",".583",".260","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa873287"
"Erick Salcedo","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".280",".309",".590",".259","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548029"
"Amadeo Zazueta","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".272",".324",".596",".259","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa328602"
"Stephen Perez","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".287",".287",".574",".258","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa501997"
"Andrew Velazquez","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".270",".318",".588",".258","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658104"
"Garabez Rosa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".266",".331",".597",".257","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa455978"
"Luis Marte","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".261",".338",".599",".257","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597106"
"Jonathan Mota","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".268",".323",".590",".257","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa291809"
"Ivan Castillo","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".269",".319",".588",".256","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657222"
"Peter Mooney","Marlins","3","13","12","3","0","0","0","1","1","1","2","0","0","0","",".220",".282",".297",".580",".256","","55","0.0","0.0","","-0.8","0.2","0.0","","999.0","sa503239"
"Pat Blair","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".272",".307",".579",".256","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa620945"
"Raul Navarro","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".278",".301",".579",".256","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa506772"
"Jose Vinicio","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".262",".328",".591",".255","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa549538"
"Jonathan Diaz","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".290",".267",".557",".255","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","4142"
"Jake Hager","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".265",".321",".586",".255","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa600840"
"Walter Ibarra","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".269",".316",".584",".254","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa314143"
"Hak-Ju Lee","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".275",".298",".573",".254","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa502536"
"Willi Castro","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".263",".322",".585",".253","","50","0.0","0.0","","-0.1","0.0","0.0","","700.5","sa830274"
"Dickie Joe Thon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".261",".320",".581",".253","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548351"
"Juan Ciriaco","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".266",".316",".582",".253","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa226165"
"Sharlon Schoop","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".265",".311",".576",".253","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa293531"
"Alberto Carreon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".269",".305",".574",".252","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa508493"
"Adrian Marin","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".268",".309",".577",".252","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657939"
"Jio Mier","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".269",".302",".571",".252","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa500732"
"Brendan Ryan","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".274",".293",".567",".252","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","6073"
"Nick Noonan","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".268",".307",".575",".252","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","6880"
"Carter Kieboom","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".265",".314",".579",".252","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917937"
"Jose Lozada","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".274",".294",".568",".251","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa454600"
"Humberto Arteaga","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".270",".306",".576",".251","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa598821"
"Danny Black","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".277",".280",".558",".251","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa503432"
"Malquin Canelo","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".265",".305",".570",".251","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657479"
"Brandon Lopez","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".277",".282",".560",".250","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658974"
"Juniel Querecuto","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".270",".297",".567",".250","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","12140"
"Joe Munoz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".263",".304",".567",".249","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657976"
"Niko Vasquez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".256",".316",".572",".249","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa454460"
"Ryan Dent","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".264",".301",".566",".249","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa389941"
"Pete Kozma","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".270",".291",".561",".249","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","2539"
"Cito Culver","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".260",".307",".566",".249","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548315"
"Danny Pinero","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".272",".288",".560",".249","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738204"
"Engelb Vielma","Orioles","11","45","42","10","1","0","0","4","3","2","9","0","1","1","",".228",".274",".287",".561",".248","","48","0.0","0.0","","-2.9","0.3","-0.1","","999.0","sa657416"
"Yunesky Sanchez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".265",".300",".565",".248","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa381319"
"Peter Van Gansen","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".271",".289",".560",".248","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875579"
"Angel Ortega","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".258",".312",".570",".247","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658030"
"Juan Herrera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".262",".302",".564",".247","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597168"
"Ryan Howard","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".263",".302",".565",".247","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa857225"
"Marcus Lemon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".266",".293",".559",".247","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa326707"
"Vicente Conde","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".267",".283",".550",".246","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827330"
"Chris Diaz","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".271",".279",".551",".246","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa621581"
"Dusty Coleman","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".248",".316",".564",".246","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","8979"
"Alberto Triunfel","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".257",".305",".562",".245","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597103"
"Rando Moreno","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".268",".290",".558",".245","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597695"
"Jack Lopez","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".260",".302",".561",".245","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa598270"
"Mikey White","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".258",".300",".558",".245","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658966"
"Isaac Paredes","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".258",".300",".558",".245","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa920275"
"Alec Sole","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".260",".299",".559",".245","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829320"
"Paul Leon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".258",".299",".557",".245","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa546826"
"Eli White","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".264",".288",".551",".244","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738478"
"Domingo Castro","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".266",".282",".548",".243","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa185832"
"Yefri Perez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".269",".276",".544",".243","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","12090"
"Carlos Penalver","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".260",".294",".554",".242","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa596953"
"Jose Gomez","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".259",".294",".553",".242","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828331"
"Kevin Santa","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".251",".301",".553",".242","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004252"
"Hoy Jun Park","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".263",".279",".542",".242","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa877610"
"Felipe Blanco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".251",".302",".553",".242","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa598819"
"Ivan Jimenez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".263",".275",".538",".240","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa652169"
"Stephen Alemais","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".255",".292",".546",".239","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa874070"
"Jermaine Palacios","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".248",".299",".547",".238","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828886"
"Jason Martinson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".245",".293",".538",".237","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548330"
"David Masters","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".255",".279",".534",".237","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa602586"
"Kyle Holder","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".253",".287",".540",".237","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa857840"
"Chad Sedio","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".240",".301",".541",".235","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918611"
"Jecksson Flores","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".253",".283",".536",".235","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597007"
"Carlos Eduardo Gonzalez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".253",".275",".528",".235","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa509268"
"Luis Gonzalez","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".242",".302",".543",".235","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736875"
"Leobaldo Pina","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".247",".291",".539",".235","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa596837"
"Jared Reaves","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".252",".280",".531",".235","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658626"
"Royce Lewis","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".248",".286",".534",".234","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004259"
"Richy Pedroza","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".265",".252",".517",".234","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa621648"
"Jose Martinez","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".255",".272",".528",".234","","40","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736960"
"Javier Guerra","Padres","3","13","12","2","0","0","0","1","1","1","4","0","0","0","",".198",".240",".297",".537",".234","","42","0.0","0.0","","-1.0","0.2","0.0","","999.0","sa736916"
"Andres Gimenez","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".251",".277",".527",".233","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917114"
"Jeremy Rivera","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".250",".283",".533",".233","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829240"
"Samar Leyva","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".247",".285",".532",".233","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa824634"
"Andruw Monasterio","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".253",".274",".527",".233","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830359"
"Anfernee Seymour","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".255",".270",".525",".233","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829114"
"Andrew Sohn","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".253",".268",".521",".233","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829047"
"Carlos Herrera","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".243",".290",".533",".232","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830140"
"Yeyson Yrizarri","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".239",".297",".536",".232","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828293"
"Luis Valdes","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".246",".283",".529",".232","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa863270"
"Rayder Ascanio","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".252",".269",".520",".232","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa735861"
"Emerson Jimenez","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".243",".286",".529",".231","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657311"
"Grenny Cumana","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".248",".278",".526",".231","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa735846"
"Arquimedes Gamboa","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".244",".280",".523",".231","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa877497"
"Brendon Davis","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".250",".268",".517",".231","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875089"
"Connor Justus","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".256",".252",".508",".230","","40","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa873634"
"Edwin Lora","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".249",".273",".521",".230","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737245"
"Kramer Robertson","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".247",".273",".520",".230","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa857820"
"Alfredo Rodriguez","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".249",".273",".522",".230","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa922180"
"Matt McLaughlin","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".251",".266",".517",".230","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915706"
"Javier Salazar","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".253",".261",".514",".229","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3001898"
"Wade Kirkland","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".236",".288",".524",".228","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa549069"
"Adrian Valerio","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".234",".293",".527",".228","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828164"
"Edwin Diaz","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".242",".273",".515",".228","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738152"
"Aramis Ademan","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".240",".281",".521",".228","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917352"
"Cristian Toribio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".237",".285",".522",".228","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657281"
"Heber Gomez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".247",".267",".514",".227","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa203954"
"Cleuluis Rondon","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".247",".264",".511",".227","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa596998"
"Alejandro Rivero","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".254",".252",".505",".227","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa592345"
"Lucius Fox","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".251",".255",".505",".227","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa914200"
"Galli Cribbs","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".247",".263",".510",".227","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa708444"
"Jake Yacinich","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".242",".274",".516",".226","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829135"
"Diego Castillo","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".246",".264",".510",".225","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872839"
"Robi Estrada","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".238",".272",".511",".225","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa328059"
"Gavin Lux","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".243",".263",".506",".225","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917933"
"Eric Marinez","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".245",".267",".511",".225","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736686"
"David Gonzalez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".247",".257",".504",".225","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa596234"
"Hector Hernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".245",".263",".508",".225","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa509125"
"Kevin Flores","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".244",".261",".506",".224","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa509435"
"Emmanuel Marrero","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".238",".269",".507",".224","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829119"
"Ruddy Giron","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".237",".269",".507",".223","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830284"
"Luke Wakamatsu","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".232",".275",".507",".223","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875259"
"Rufino Candelario","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".239",".266",".505",".223","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa509120"
"Johan Cruz","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".232",".275",".507",".222","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736621"
"Angel Aguilar","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".228",".281",".509",".222","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657323"
"Kevin Vicuna","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".240",".264",".504",".222","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872466"
"Nick Dean","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".242",".253",".495",".222","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa876094"
"Jose Fernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".177",".245",".245",".490",".222","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa549697"
"John Polonius","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".238",".264",".501",".221","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa599310"
"Trace Tam Sing","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".237",".262",".499",".221","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa549579"
"Yeltsin Gudino","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".240",".252",".492",".219","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830208"
"Chris Baker","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".232",".264",".496",".219","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918365"
"Garrett Mattlage","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".235",".258",".493",".219","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa602548"
"Kurt Hoekstra","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".235",".255",".490",".217","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875296"
"Luis Aviles","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".228",".268",".496",".217","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738445"
"Daniel Bravo","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".230",".264",".494",".217","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657827"
"Roberto Baldoquin","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".233",".254",".487",".216","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa857538"
"Mason McCoy","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".235",".249",".484",".215","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002758"
"Horacio Vasquez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".231",".257",".488",".215","","26","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa509736"
"Leonardo Laffita","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".227",".262",".489",".215","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa879555"
"Hector Vargas","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".224",".264",".488",".213","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736941"
"Alfredo Reyes","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".230",".255",".484",".213","","26","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597093"
